iter	Passed	Remaining
4764	494369	24381
4765	494479	24277
4766	494577	24173
4767	494667	24069
4768	494764	23965
4769	494858	23861
4770	494958	23757
4771	495059	23653
4772	495154	23549
4773	495257	23445
4774	495344	23340
4775	495429	23236
4776	495521	23131
4777	495610	23027
4778	495713	22923
4779	495809	22819
4780	495903	22715
4781	495995	22611
4782	496096	22507
4783	496195	22403
4784	496288	22299
4785	496368	22194
4786	496461	22090
4787	496558	21986
4788	496660	21882
4789	496761	21778
4790	496855	21674
4791	496964	21571
4792	497057	21466
4793	497160	21363
4794	497265	21259
4795	497358	21155
4796	497460	21051
4797	497555	20947
4798	497646	20843
4799	497750	20739
4800	497852	20635
4801	497937	20531
4802	498027	20427
4803	498115	20322
4804	498215	20218
4805	498316	20115
4806	498414	20011
4807	498517	19907
4808	498614	19803
4809	498729	19700
4810	498812	19595
4811	498911	19491
4812	499014	19388
4813	499114	19284
4814	499215	19180
4815	499316	19076
4816	499394	18972
4817	499493	18868
4818	499620	18765
4819	499713	18661
4820	499820	18557
4821	499915	18453
4822	500007	18349
4823	500108	18246
4824	500230	18143
4825	500326	18039
4826	500435	17935
4827	500526	17831
4828	500621	17727
4829	500713	17623
4830	500810	17519
4831	500901	17415
4832	501002	17311
4833	501100	17207
4834	501197	17103
4835	501292	17000
4836	501403	16896
4837	501493	16792
4838	501583	16688
4839	501683	16584
4840	501788	16480
4841	501891	16377
4842	501979	16273
4843	502080	16169
4844	502188	16065
4845	502293	15962
4846	502397	15858
4847	502491	15754
4848	502577	15650
4849	502683	15546
4850	502774	15442
4851	502872	15339
4852	502975	15235
4853	503092	15132
4854	503197	15028
4855	503308	14925
4856	503393	14820
4857	503489	14717
4858	503595	14613
4859	503693	14509
4860	503801	14406
4861	503885	14301
4862	503981	14198
4863	504085	14094
4864	504191	13990
4865	504294	13887
4866	504388	13783
4867	504472	13679
4868	504554	13574
4869	504648	13471
4870	504747	13367
4871	504849	13263
4872	504955	13160
4873	505052	13056
4874	505159	12952
4875	505267	12849
4876	505368	12745
4877	505461	12641
4878	505558	12537
4879	505667	12434
4880	505752	12330
4881	505858	12226
4882	505961	12123
4883	506074	12019
4884	506169	11915
4885	506258	11812
4886	506358	11708
4887	506448	11604
4888	506549	11500
4889	506644	11396
4890	506754	11293
4891	506852	11189
4892	506952	11086
4893	507051	10982
4894	507147	10878
4895	507256	10775
4896	507357	10671
4897	507453	10567
4898	507554	10463
4899	507676	10360
4900	507772	10256
4901	507862	10153
4902	507960	10049
4903	508055	9945
4904	508165	9842
4905	508262	9738
4906	508357	9634
4907	508455	9530
4908	508558	9427
4909	508665	9323
4910	508770	9220
4911	508874	9116
4912	508977	9013
4913	509085	8909
4914	509188	8805
4915	509291	8702
4916	509396	8598
4917	509504	8495
4918	509615	8391
4919	509717	8288
4920	509818	8184
4921	509926	8080
4922	510023	7977
4923	510106	7873
4924	510198	7769
4925	510303	7665
4926	510398	7562
4927	510484	7458
4928	510590	7354
4929	510693	7251
4930	510793	7147
4931	510909	7044
4932	511008	6940
4933	511113	6836
4934	511200	6733
4935	511296	6629
4936	511385	6525
4937	511485	6422
4938	511581	6318
4939	511674	6214
4940	511765	6110
4941	511857	6007
4942	511954	5903
4943	512048	5799
4944	512160	5696
4945	512266	5592
4946	512367	5489
4947	512463	5385
4948	512563	5282
4949	512658	5178
4950	512765	5074
4951	512869	4971
4952	512965	4867
4953	513047	4763
4954	513129	4660
4955	513224	4556
4956	513319	4452
4957	513422	4349
4958	513551	4245
4959	513645	4142
4960	513750	4038
4961	513854	3935
4962	513960	3831
4963	514054	3728
4964	514159	3624
4965	514254	3520
4966	514350	3417
4967	514450	3313
4968	514545	3210
4969	514642	3106
4970	514741	3002
4971	514838	2899
4972	514924	2795
4973	515021	2692
4974	515123	2588
4975	515219	2484
4976	515319	2381
4977	515416	2277
4978	515513	2174
4979	515619	2070
4980	515711	1967
4981	515805	1863
4982	515907	1760
4983	515996	1656
4984	516115	1553
4985	516214	1449
4986	516321	1345
4987	516417	1242
4988	516518	1138
4989	516613	1035
4990	516711	931
4991	516821	828
4992	516922	724
4993	517012	621
4994	517097	517
4995	517188	414
4996	517279	310
4997	517383	207
4998	517484	103
4999	517571	0
